Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
Mitsubishi,PUD-SHWM80VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.4,41.0,56.0,15,average,3318,7100,2.14,,,128.25847623381037,-181.33330289019344,-43.74571394335985,71.22795508224513,48.449856695005984,-21.10852687384029,290.1345037163853,-373.1673802918493,-151.63282081942793,94.03411075119492,123.99381695259304,19.05506450198748,138.87012581288596,227.25240428555605,-530.6568905839534,-377.5431413131772,54.43258757526976,495.6609087014669,21.78177432492605,2.838863716385606,14.199931670595614,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM100VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,59.0,15,average,4450,8900,2.0,,,132.40527246252145,-225.02298306639523,-1.0529410380380568,73.68737342223253,66.44919887872913,-44.36237679754005,199.383186364832,-285.149297389679,-70.63571626552066,54.78792439705394,102.731907346854,0.8372729332680561,125.37390945667876,33.90520680920227,-279.19514786774704,-322.7983266264504,114.5745718088329,337.4493716409907,19.66678677820809,4.787400140014673,10.94956995830311,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM120VAA(-BS) + E*SD-*M*D,2020-10-06,Outdoor Air/Water,Regulated,1.0,R32,1.6,41.0,60.0,15,average,5464,10600,1.94,,,164.13436191271654,-218.7091540148216,-71.93580808355122,90.6011126739008,56.49956190717135,-18.76975315104965,262.94097282499126,-320.5256710535154,-156.69744189495114,79.46372529885828,107.3941960743523,29.46863365034568,21.247117823392088,87.76278577550185,-135.231563735753,-390.2224789379683,120.62349561313644,305.11360600856545,24.01507869513477,4.762690302526396,12.514276149893275,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM60VAA(-BS) + E*SD-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,55.0,15,average,2536,5300,2.09,,,-42.81591194163098,-63.39794920094712,162.22016843693925,13.757473537502769,21.70084167434014,-90.03344176970084,179.5426536898191,-312.561689446479,-2.0381691116161136,67.6010783087631,109.1874695531604,-39.58519781347165,167.58612941490952,200.9222705164539,-550.4109787823969,-351.22689885282546,54.04907606900846,487.1234782942177,17.196280251061808,3.89417642980788,12.96394483464212,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM60VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,55.0,15,average,2536,5300,2.09,,,-594.7146247870678,508.265685038284,619.3637947847602,-215.9113024180201,-128.7748700244946,-189.51815304949343,-290.59911829251297,261.9778507969132,287.6290545189379,-144.31164502872235,-50.17408580181498,-65.34842036183483,4.153136494308767,436.6163409688171,-497.9795789453312,-388.9515010854748,-32.20813950761102,484.7243508715216,8.43464367843596,1.0971179507018447,9.566074638599154,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM80VAA(-BS) + E*SD-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,56.0,15,average,3498,7100,2.03,,,128.25847623381037,-181.33330289019344,-43.74571394335985,71.22795508224513,48.449856695005984,-21.10852687384029,276.9168717507174,-354.2944382889271,-146.77305713418062,85.76007914831683,119.38918229423996,21.30627639846628,110.61820956279458,184.80835610418623,-425.6065411648959,-359.9632234589237,65.15387579324835,433.2039392234443,22.169782281339145,3.542396692368317,14.199931670595614,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUD-SWM80VAA(-BS) + E*ST17D-*M*D,2020-11-30,Outdoor Air/Water,Regulated,1.0,R32,1.3,41.0,55.0,15,average,3498,7100,2.03,,,-193.1709242535672,224.32665307503663,141.8008519150988,-96.0144510619898,-56.57289740374952,-20.566414561647623,-516.4910376599393,599.0175300910677,361.065108691482,-286.6843960194432,-136.01387574561934,-23.319726116733776,522.7169744356185,-276.1434700605034,-732.5290943754375,-158.808203857262,179.76305555491103,475.3015398346955,12.02991994594908,0.6241636590812938,11.302109139678633,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-FRP71VHA2 + EHSC-M*D,2020-03-06,Outdoor Air/Water,Regulated,1.0,R410a,3.8,40.0,68.0,20,average,3382,6900,2.04,,,9492.475994482676,-10250.651272834131,-7360.035171010683,4129.596659979808,2690.25906082702,1348.4186340352496,2652.6131705696203,-2778.3251627414656,-2147.879015248242,1094.9660137166932,740.8328000274144,451.5426929828941,22852.42421080855,-25048.32473541265,-17329.17924144779,9915.848547475303,6643.6583036940165,3093.000973086663,3.540421183029756,3.488936937200963,5.382837554878073,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW112VAA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,60.0,15,average,5283,11200,2.12,,,-293.6858148533675,487.35734617787625,50.66333630370795,-200.95078192579345,-126.56269000105728,81.74366457736268,-1430.211052420524,1617.1014857877622,1038.9956170897813,-713.8292745634996,-396.3904878958929,-122.68888983750806,15113.728412243623,-15719.480598484344,-12428.34315168892,6392.954907306852,4092.9862722725,2628.5735327599605,4.283610700649117,1.7710668576530053,5.598462828106441,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW112VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,15,average,5714,11200,1.96,,,-487.4952492410757,778.9191821281954,107.8412049694838,-324.7630234931713,-200.3723112318204,123.065642696932,-913.4497582776728,1107.0788323786428,583.3462139702694,-496.6376861310248,-267.58351596174214,-17.465620293248147,4711.528235166569,-4550.831555308265,-4275.46243337097,1703.1102398163237,1243.1894446290848,1197.1089208374583,7.590773190006001,0.6013560897399888,10.37250218578304,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW112YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22,average,5714,11200,1.96,,,-487.4952492410757,778.9191821281954,107.8412049694838,-324.7630234931713,-200.3723112318204,123.065642696932,-908.4918980591468,1103.577110377577,577.4242922863854,-495.2178813501882,-266.66860526634923,-15.31964515151794,4549.370024800992,-4410.029845782577,-4110.96663559798,1643.3152453715843,1207.5256149853244,1148.824427499207,7.545754377957271,0.7693634343634391,10.37250218578304,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW140YHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,1.84,,,-243.70688572963888,451.82752191783953,-9.789025913444275,-188.55097798588776,-116.24729546707783,105.15022105709726,-660.9856154547873,839.3406238173872,382.15129095768174,-383.6225629130458,-199.53993100452428,19.16895558598392,4130.462842629666,-4076.042479248396,-3657.929026426194,1489.8989925835283,1128.7367936425171,1011.2374404789032,4.3853775052301565,0.8667469592538813,7.649575966731657,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW140YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,70.0,22,average,7609,14000,1.84,,,-243.70688572963888,451.82752191783953,-9.789025913444275,-188.55097798588776,-116.24729546707783,105.15022105709726,-627.111738717333,804.4413978729481,353.9013512916116,-368.7817904242201,-190.71059407833715,24.931291741141628,3770.5637821573337,-3713.198301912668,-3348.671192176013,1333.2366734781867,1037.9319365322724,944.9043820196222,4.332065482843833,0.8653617168175488,7.649575966731657,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW230YKA2 + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,,,22,average,9667,20300,2.1,,,417.5283191711682,-212.93949536136512,-581.0123829796264,87.51742076581323,54.57999626098371,236.17734422589973,-1631.2329998624657,1800.6718028280868,1230.2647651874477,-800.7536297601841,-438.6696174870707,-168.12188387585357,11890.94423787824,-12070.584353551654,-10105.390886047997,4976.733476021652,3110.9626967633712,2259.833040307627,2.01019569074478,2.612333173890042,1.5441255893163432,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW230YKA2(-BS) + EHSE-M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,75.0,22,average,9667,20300,2.1,,,343.70152984565414,-291.44237869087374,-346.2444506020195,107.1803984750057,80.51382866330779,108.73761649048492,258.12577277486355,-395.9076949920358,-62.66324044162892,90.647836758181,135.4302282758476,-22.9299018928041,665.6975338356591,-22.5273557073275,-1289.789020121644,-120.27893357413734,52.35162208472421,721.7693247740485,26.394238210692546,6.170467604639389,11.71776107874508,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW80VAA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,59.0,15,average,3756,8000,2.13,,,479.28074089395375,-294.7024786703426,-614.3541267324132,132.88561411732474,70.94476789505974,228.00787314037223,-1461.1174689342836,1663.3543815380167,1045.9016039454152,-724.4041105918112,-411.8083095224653,-119.29319743942465,19760.30037646177,-20780.13406182048,-15986.671102259545,8443.149358383553,5416.251209430436,3251.7427193457115,4.187585966551076,1.8968990179576384,3.0378596624305256,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SHW80VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,5.5,40.0,69.0,15,average,3922,8000,2.04,,,141.94412260031524,199.4750812813685,-498.1598054451459,-87.59421085090831,-49.66027063200328,293.8489551078005,-552.0300699972191,755.7087157580232,256.8975091835509,-346.8095881623163,-178.8011698641819,61.88651496548034,1020.4457013216032,-722.107679211741,-1226.7618360917577,80.43824217515802,272.42210367819047,586.8851604439254,2.371141149242505,0.7788293223255847,7.442007567268178,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW100VAA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.2,40.0,60.0,15,average,4564,8900,1.95,,,-1995.0199914425336,2332.949868204202,1359.832684527334,-951.4123087301977,-607.7130808284321,-148.94564098890746,-1244.689127600682,1465.5422363396915,838.9190238575975,-636.5797461423462,-363.5130018709238,-66.18130712055003,8918.536028933604,-9377.585511212676,-7225.236878688492,3675.427370511018,2498.7114864520468,1561.668384789784,3.466390718711822,2.0351891325647573,1.4427770845727992,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW100VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,70.0,15,average,4972,8900,1.79,,,88.79308481346024,218.9526854634731,-413.6246747152711,-100.01514697872268,-52.64852764030615,258.29009839794526,-404.3397742532684,611.6953682945033,125.69202142927254,-287.4559838869475,-141.60333726748055,93.51729146807844,-1130.654601337405,1361.361574877398,709.6044343013576,-831.658235752289,-242.411236303052,135.48451139455332,1.8675124289495888,1.8342807848786784,9.590784707614151,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW100YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,70.0,22,average,4972,8900,1.79,,,88.79308481346024,218.9526854634731,-413.6246747152711,-100.01514697872268,-52.64852764030615,258.29009839794526,-426.3706933894198,637.0213680693091,141.11319300483748,-298.0853433268663,-148.07024739952263,91.77896635496472,-1006.8680751604568,1191.256467580322,654.4359316084492,-764.5957446900738,-197.1593757096909,125.53141566069333,1.731905626171689,1.685582128168123,9.590784707614151,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW120VHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,15,average,5847,10700,1.83,,,449.0305694301557,-246.0921962391828,-607.3799805540056,100.29742545853814,63.6686575121618,242.44463956840323,253.3216691043155,-79.44315519392964,-405.7442235040551,15.605793142621955,28.90131281189469,188.0493470143476,-2113.3680685975323,2326.997350428609,1578.337741120837,-1247.2949577084105,-483.7512072616351,-63.73829172970762,4.211493227211477,0.536514524668836,0.6765598089772313,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW120VHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,15,average,5847,10700,1.83,,,449.0305694301557,-246.0921962391828,-607.3799805540056,100.29742545853814,63.6686575121618,242.44463956840323,248.9314420557948,-74.79068985042892,-402.2325010299947,13.680473117332156,27.70198673596921,187.3782731932092,-1965.1758799656088,2169.853557643787,1459.9360196074335,-1182.9087982325766,-442.9669089211518,-40.81339325058499,4.222822340530321,0.5590370471913599,0.6765598089772313,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW120YHA + EHST30C-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,22,average,5847,10700,1.83,,,449.0305694301557,-246.0921962391828,-607.3799805540056,100.29742545853814,63.6686575121618,242.44463956840323,232.2380592566533,-57.684151169355175,-388.14418536343527,5.872590308005984,23.598435991812828,184.71733291238573,-2555.1521299584488,2822.5592610656367,1899.5782001136868,-1441.6330816756754,-616.0292525859701,-114.59612768229955,4.276158121714328,0.5039587964895571,0.6765598089772313,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW120YHA(-BS) + EHSC-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,4.6,40.0,72.0,22,average,5847,10700,1.83,,,449.0305694301557,-246.0921962391828,-607.3799805540056,100.29742545853814,63.6686575121618,242.44463956840323,261.8156205211463,-86.82274803448949,-414.34181015425565,18.676853148654537,30.79682603807376,190.598178613254,-2688.829889390883,2914.185260625165,2063.968894179174,-1495.4270010945224,-632.9775865537007,-166.37895310412085,4.215695750141509,0.5085739699183449,0.6765598089772313,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW160YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22,average,6503,11900,1.83,,,-353.82968984426213,612.3687263833697,29.254376111765502,-249.64309137921893,-160.31604504317716,120.185124237174,-536.6878838278185,737.6189061488122,249.3595656919318,-332.8289005262312,-177.29751392212552,56.81568309930638,-679.0604915004859,948.9849721644596,274.8950623149462,-599.5305952189862,-162.36060587439076,219.9916984451212,2.2985499096786968,1.982338526745392,3.752086012146912,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW200YKA(-BS) + EHSE-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22,average,7486,13700,1.83,,,-466.7363232192564,707.6838826906308,147.4774524192013,-290.6942183046175,-184.0845598362299,83.89910001447593,-538.5909147853874,741.9525090029633,248.69010410738204,-335.31593878274793,-178.11963245737334,58.34005627196812,-940.0766488286076,1141.087437752076,577.8343995988321,-687.006438087813,-208.2324103444057,118.49300887131008,1.2568917583665622,2.7008682739830085,6.189837369665954,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW200YKA(-BS) + EHSE-M*D,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,7.7,45.0,78.0,22,average,7486,13700,1.83,,,270.13070933151016,-273.1921861460602,-218.8083764542611,113.12917985282068,69.91696548147152,41.10903452843469,355.9658779764169,-365.7431389576085,-287.7737203079151,110.98511175450244,112.8313077084905,76.08330161398202,-173.70363340292846,339.7864998023411,-41.096572537593495,-422.0798129132748,26.736848794384183,276.8333479686564,27.229206142340747,3.858837927078292,17.651058629977022,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW50VKA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,1.4,40.0,63.0,15,average,1784,3800,2.13,,,140.1671637433937,94.16168026633814,-375.8207849953254,-36.463749876326766,-25.673570165137523,203.9253470643185,-301.774320521112,474.1379209558151,75.21717880730449,-214.9289469957545,-112.9281661127728,78.35357128528315,8504.04198342946,-8831.266062984385,-7006.5391617876085,3367.149894419894,2392.8666124840474,1623.6032127168808,1.626670332355225,0.5731985589280145,0.4057559288537549,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW75VAA + EHSD-M*D,2020-02-14,Outdoor Air/Water,Regulated,1.0,R410a,3.0,41.0,58.0,15,average,3088,6300,2.04,,,239.887959065184,-94.88626578123052,-360.2197872148442,40.64774512607566,23.79973314852863,151.87199986003893,159.78532391404374,-2.454114745700843,-305.8798921240996,-15.365651091213154,8.736743563361006,155.4875286501729,2035.2167761149683,-2243.8572393145096,-1540.9826220355517,666.845961962466,685.3134766465723,415.8327412685053,2.2190564577356624,1.1311609571825632,4.616061040778312,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW75VAA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,3.0,40.0,58.0,15,average,3088,6300,2.04,,,239.887959065184,-94.88626578123052,-360.2197872148442,40.64774512607566,23.79973314852863,151.87199986003893,204.87676959711587,-29.7059264552164,-364.387932844134,4.9036007073265,11.73362821021399,172.9724568422275,14887.317948400736,-15933.851770407238,-11742.14955125027,6248.285181897792,4250.748810604842,2372.806125213562,0.9739009632333464,2.0681798138735465,4.616061040778312,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-SW75VHA(-BS) + EHSD-M*C,2020-04-09,Outdoor Air/Water,Regulated,1.0,R410a,3.2,40.0,68.0,15,average,3231,6300,1.95,,,884.9131478750253,-729.628936876526,-933.2259415646388,295.6859041578577,190.62553907045907,295.8235135040788,-1391.905584909024,1591.280058473537,989.1422019293168,-704.5695341429437,-388.8033503476841,-102.13919104666624,19277.82739539916,-20352.45348462506,-15508.94598182397,8232.706137550313,5320.624738923345,3133.0431441910846,3.735650899931081,1.4158525928456038,0.6853628670951667,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-W112VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,3.3,,60.0,15,average,4523,9000,1.99,,,508.5339254181247,-371.42462470529546,-586.8636714954421,170.6588373001436,88.70818494196884,192.53056903410484,-1072.0642733083407,1203.8442558552397,786.7560372168099,-549.1992051772191,-286.39685960229485,-88.19657373053535,10690.719729195647,-10818.181635238594,-9132.73045683965,4398.337756262337,2814.3231290472754,2104.783363053524,1.146102285931167,2.6565586918630544,4.713503141349224,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-W60VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15,average,2536,5300,2.09,,,1126.3861483765477,-1076.585867382972,-1022.7214401994491,437.8374898592811,280.76306068952675,260.15034828152056,-620.1732713480925,742.5666978648346,405.2301656410062,-348.7774296472028,-171.6722651013443,-10.336391861105191,19285.406213614635,-20777.49366564152,-15024.344442325148,8207.606915435712,5513.416625012517,2903.6771065931107,3.8852360441507767,1.9361825752804005,3.0040071560459287,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUHZ-W85VAA,2018-10-09,Outdoor Air/Water,Regulated,1.0,R410a,2.4,,58.0,15,average,3827,7500,1.96,,,716.1350656128361,-663.2498940392679,-668.2740325566442,262.323761632204,176.12413858449716,180.85918756432065,842.1127626784682,-683.5502618118173,-896.5890082956569,277.6585605543388,179.15483519440406,284.6744578372818,10448.632254913477,-11445.585806150586,-7957.066009422907,4306.360647327617,3130.165259693312,1580.7718778505805,3.1992993623742065,0.8157833223446661,4.225871765404063,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUZ-HWM140VHA(-BS),2020-07-27,Outdoor Air/Water,Regulated,1.0,R32,3.3,40.0,67.0,15,average,6263,12400,1.98,,,205.9354194838012,-246.29740268867624,-123.5082365381756,93.59046221085022,67.27625100877911,5.002179637479789,336.0941280847745,-352.41576270083226,-264.06604592451146,103.56912020108614,110.47015965856016,68.56274171818022,-228.6465454315144,213.1721729501379,212.5623421993214,-460.7851394878717,97.74948720108527,174.4556530056124,27.63078246008092,4.434177612867179,16.713473500448156,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,PUZ-WM112VAA(-BS),2020-07-27,Outdoor Air/Water,Regulated,1.0,R32,3.0,40.0,60.0,15,average,3946,8800,2.23,,,166.25334414293502,-214.36012907097364,-81.36564083594916,76.51998076560889,60.63868786219888,-5.742977797570664,272.32341295061303,-365.3343228201257,-126.22399053595072,96.91026481267346,119.54450987026608,5.054703343505565,413.8604937907856,-463.4085526318389,-273.8272017590346,-342.0967470685191,337.2633911000249,343.0445852103987,24.777052918329847,7.171221029515936,11.368963049848286,,,,,,,,,,,,,,,,,,,,,
