Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,P_el_c_ref [W],P_th_c_ref [W],p1_P_th,p2_P_th,p3_P_th,p4_P_th,p5_P_th,p6_P_th,p1_P_el_h,p2_P_el_h,p3_P_el_h,p4_P_el_h,p5_P_el_h,p6_P_el_h,p1_COP,p2_COP,p3_COP,p4_COP,p5_COP,p6_COP,MAPE_P_el_h,MAPE_COP,MAPE_P_th,p1_Pdc,p2_Pdc,p3_Pdc,p4_Pdc,p5_Pdc,p6_Pdc,p1_P_el_c,p2_P_el_c,p3_P_el_c,p4_P_el_c,p5_P_el_c,p6_P_el_c,p1_EER,p2_EER,p3_EER,p4_EER,p5_EER,p6_EER,MAPE_P_el_cooling,MAPE_EER,MAPE_Pdc
TOSHIBA AIR CONDITIONING,HWS-P1105H8R-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,67.0,20,average,5241,9800,1.87,,,33.785990018784354,114.28506795346918,-182.59829366927832,-52.60244385125475,-27.522466350161547,114.92956068855142,-1406.8797703015666,1628.9693823798375,979.280916949055,-715.2397823789406,-400.8956472482015,-92.41476132883564,26642.503153461155,-28543.65944568193,-20961.82978059128,11449.837573373485,7505.989597132609,4050.393503468538,1.0941836742572315,2.410377343104859,7.785701902120071,,,,,,,,,,,,,,,,,,,,,
TOSHIBA AIR CONDITIONING,HWS-P1105HR-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,66.0,17,average,3990,7700,1.93,,,-605.689979460828,767.1753235342472,366.72686089181366,-299.0158486548032,-207.9285659979785,-23.604550347380485,-370.84396235916427,590.4588911925961,89.5062120435385,-250.3459724554938,-149.51144360146353,88.46464516430706,10517.059625364644,-11678.129699720508,-7812.105262405018,4515.513394263285,3138.9662435015334,1382.758812999163,1.3190205961971988,2.745931356848939,3.781814153588347,,,,,,,,,,,,,,,,,,,,,
TOSHIBA AIR CONDITIONING,HWS-P1405H8R-E/HWS-P1105XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,43.0,68.0,20,average,5838,10800,1.85,,,953.0055124028815,-914.6670639410368,-852.7759943654312,377.2365675002734,235.414256688522,207.07849085813032,-776.2800575954706,955.7423816953816,482.0673019271619,-429.19230664673336,-230.85445067887625,-5.47501185902478,26779.830167096126,-28686.88806361744,-21074.24452255376,11513.30055334326,7541.020191551677,4070.865339330129,3.522559952608445,2.412545286449273,8.399566767457841,,,,,,,,,,,,,,,,,,,,,
TOSHIBA AIR CONDITIONING,HWS-P805H8R-E/HWS-P805XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,41.0,66.0,20,average,4527,9100,2.01,,,1081.922479966876,-978.8526329881162,-1041.332212017597,416.34466695139696,247.07441564974496,280.1023681290268,313.813416327348,-216.29370934086896,-373.9097753159836,66.60970045664136,67.0254686976815,144.04413876575126,7393.76603714788,-7672.268390271384,-6092.111503412173,2870.224347157243,2100.427957453057,1444.8489104817445,5.700826412854256,1.124781033050368,7.404715258846616,,,,,,,,,,,,,,,,,,,,,
TOSHIBA AIR CONDITIONING,HWS-P805HR-E/HWS-P805XWHM3-E,2019-11-26,Outdoor Air/Water,Regulated,1.0,R410a,2.7,41.0,66.0,17,average,4093,7900,1.93,,,-1372.4825275401683,1586.8036643097166,969.1796690445344,-642.6288915595857,-416.79355585530834,-130.38202537645208,-1357.6120364221763,1602.8136454265868,915.0090112631424,-684.228670598051,-403.8255160934102,-79.06132122636656,4539.80790734506,-5330.772986461517,-3046.283218878359,2064.3887837517404,1428.6624860083066,376.099023824372,4.3585600572498695,5.034791178791701,4.362353036416213,,,,,,,,,,,,,,,,,,,,,
Thermia,ATLAS 12 230V,2020-03-02,Brine/Water and Water/Water,Regulated,,R410a,1.4,33.0,,16,average,2861,9270,3.24,,,267.4378198677686,-204.82398365534527,-293.8610472807947,78.459344713565,56.083007012159015,98.1538774152445,255.1970362648752,-222.9064431411397,-255.57039971516213,50.33560030733311,77.78225981188558,96.39816228671252,-297.7773192888136,-403.7709980964959,1098.134862543618,69.05850442239613,133.47936761233268,-587.3384475732774,14.069830634495805,2.8015432840227064,14.68109952485273,,,,,,,,,,,,,,,,,,,,,
Thermia,ATLAS 18 400V,2020-03-02,Brine/Water and Water/Water,Regulated,,R410a,1.95,36.0,,16,average,4104,13870,3.38,,,218.97085200027607,-168.39262052761384,-241.3349956667896,52.8482806719984,51.83348712539911,87.26262180309656,230.9778079536159,-218.4774452428485,-214.4613163832076,44.498732677093365,78.76088071708735,79.83795881022078,-163.57812189143013,-451.092435800198,890.990297588292,-21.450867665769465,192.4271834848093,-433.8903543369043,11.628265388276503,2.371822324147397,10.985021668923585,,,,,,,,,,,,,,,,,,,,,
Thermia,Thermia Calibra 12 230V,2019-10-04,Brine/Water and Water/Water,Regulated,,R410a,1.4,35.0,,18,average,2978,9380,3.15,,,194.857549312368,-241.572202316022,-109.70257780190016,81.18983519272206,71.15688636513919,5.798645418084481,238.02573468065097,-294.18186859559194,-143.305603262931,74.52866166282932,98.70228226758384,27.81265866252659,-415.4266466272172,-84.69689237404343,989.58830524987,-178.62115776763156,99.75084672464484,-398.9763979754514,17.944683268679146,4.376538871926347,16.404626746632164,,,,,,,,,,,,,,,,,,,,,
Thermia,Thermia Mega L,2019-04-10,Brine/Water and Water/Water,Regulated,,R410a,6.3,43.0,,18,average,16266,48960,3.01,,,138.79079238838997,-186.0594863138954,-62.0275949078036,73.00328284480123,50.71681575714336,-13.084291435668874,155.7890138406065,-231.6561724950512,-49.17113754187653,50.48744884078021,81.79944333632727,-5.895063243168017,-72.24604775570607,-154.73752870001593,356.88194676734827,-3.945875794091439,57.96397171380237,-174.72537358221985,27.39642915405742,4.511525254656013,21.693153238908533,,,,,,,,,,,,,,,,,,,,,
Thermia,Thermia Mega M,2019-04-10,Brine/Water and Water/Water,Regulated,,R410a,4.4,48.0,,7,average,9816,31510,3.21,,,57.35731157724277,-113.22021831751776,16.64312021423688,22.673481085952044,41.07326716097412,-23.4416363434954,74.66758204092447,-193.4114224277787,67.76594246457708,22.44085383760772,77.46616482388531,-47.6961889780894,678.8589097115452,-445.17461685565513,-799.3348360920922,158.70286699643546,111.91924993770246,306.105926485986,25.657037870860663,5.306894035460352,18.65324410052608,,,,,,,,,,,,,,,,,,,,,
Thermia,Thermia Mega S,2019-04-10,Brine/Water and Water/Water,Regulated,,R410a,3.9,47.0,,12,average,8771,27540,3.14,,,175.68431669012074,-190.4965090047326,-131.22092674053715,66.76431697783133,55.31854676239212,25.389081240885098,179.39771661897615,-234.5565019044985,-94.02142893674367,48.85687541000625,83.86297054530931,17.816951725785252,1.913915749772796,-274.77916910893106,352.8974346774094,3.203377078553422,105.74697301089029,-178.13627785086473,22.793266364396743,3.651688269816414,18.92206340258111,,,,,,,,,,,,,,,,,,,,,
Thermia,Thermia Mega XL,2019-04-10,Brine/Water and Water/Water,Regulated,,R410a,9.0,50.0,,11,average,23293,69880,3.0,,,146.10659816451036,-186.25437315476896,-76.53440507865928,73.76067421911993,50.482549909617546,-6.232599530289599,174.90925433690904,-252.7469834488361,-63.45720366015615,57.62354675134665,87.9351987554574,-2.801696738000186,-128.39598780747212,32.22990198420867,253.11765986091143,-41.62522368988776,-7.186415846250794,-100.27884329077726,27.69079440068343,4.385467280120836,21.00030506485013,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWF 117/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,2.5,50.0,,7,average,3373,11400,3.38,,,-0.2360599424826025,168.2767434809567,-0.2360549740962542,-167.87772379622604,-0.0974408408347412,1.1329466419158094,-3.872069925466701,281.9786844836906,-3.8720657031774617,-264.9535216800867,-5.392448502840016,-3.87198242487137,359.0099262508494,-32.726833828053465,-427.8202607072293,-431.5822376407717,191.32224798722544,353.7403493177975,4.079089778778243,3.991854497961658,0.1218865423628855,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWF 157/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,3.05,48.0,,7,average,4298,14700,3.42,,,-1.088449744802083,491.601950210356,-1.0884451356810885,-484.59172691962567,-2.8643467770945565,-1.0884555262719855,-4.686633944170536,-119.4637937166084,-4.688312055668697,140.80462773036274,-7.276927985119465,-4.688085945809364,294.1088536394179,-299.3399172887897,255.41258247341509,-99.40131020907224,163.60641659598298,-303.322858273712,4.468754831175753,3.652676755942705,1.2820815956395046,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWF 197/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,3.95,48.0,,7,average,5831,20000,3.43,,,0.0679955106927901,168.33296609148968,0.1417580889552434,-167.51201735863384,-0.269459497566232,0.1945581323721717,7.877389383334236,6.62083377122798,-15.999975356884232,8.154140253990544,-4.714821570720468,-1.773945603633744,61.97980823486789,-480.8744460532605,61.97980242652229,183.1264815206341,121.2980704319352,61.979801320583945,3.248986407354953,3.0759640592177195,0.1242473811301998,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWF 57/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,1.5,41.0,,7,average,1693,5400,3.19,,,0.3069499644510164,-314.90068131339854,0.3069665441143617,314.85424164942845,0.0929515820721877,0.3070161975535035,3.8265097069167,5.697192293557614,-17.509380611015672,10.458098973542532,-5.005685786731132,2.552972107556277,90.09657070560009,-556.3813918176793,90.0965175164166,116.05878068519333,181.372904518924,90.09655321917944,4.078212375915031,4.028412570629598,0.1871561821257509,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWF 87/4 35 & 55,2020-12-17,Brine/Water,Regulated,2.0,R410a,2.4,50.0,,7,average,2564,9000,3.51,,,-2.9444700608648744,69.76915092907412,-2.944478653609912,-53.13274496621464,-7.035823395465899,-2.944473829747156,-5.492582211078852,50.58661637941154,-5.492670124172638,-25.06771110900672,-9.095812448477526,-5.49264903153692,80.22267389935807,-552.1336726356159,101.212279749312,127.74729039772888,174.30039800354356,80.22277279329069,6.825942698242762,3.749395198197303,4.115844675224024,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 35/5 AS 230V + VWL 57/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,1.5,41.0,51.0,11,average,1490,3100,2.08,,,75.17503669769216,-156.17420700486463,28.7164052157353,11.757357494477011,63.43585196717176,-20.9623266449368,112.14586053673032,-166.00356497380926,-35.23179800520749,23.88673891048777,64.07419780799304,2.286254243511108,19.140338107521583,-298.4685882413276,314.57318022846937,-387.8699942617269,287.33636795329653,78.46957616804924,16.763710778049393,5.4039909405358975,14.285649854105012,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 37/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11,average,1514,3210,2.12,,,189.2268500251629,-252.67908698936512,-89.1560459055473,55.66409699947017,86.51123932935758,12.789550900912644,107.65067348046476,-178.0120617458003,-12.656798287429629,23.15665480049056,69.66814866280127,-8.553221518233507,301.1241096511443,-457.91348800159074,-69.10045854702149,-308.9018458972287,322.3392087134586,226.41197924043905,19.66581784087608,4.053676858084358,16.371558667172756,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 39/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11,average,1514,3210,2.12,,,-185.10855995018463,-39.579991095635066,405.2403273490805,-180.2449837748079,98.45368954682544,-96.96304369197156,-200.08051585724004,-0.0418718916856438,391.447863655787,-168.06692091476285,76.89036680809002,-99.32416109673795,-231.16521372194035,132.84084592388024,306.1713464411227,-437.93087238134007,124.2484978221096,114.5648764586627,8.688930856426685,2.460316781559976,4.887008252024885,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 55/3 A 230V 35 & 55,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,,,6,average,2200,4400,2.0,,,500.775052816297,-321.9027643767949,-630.6270407895506,123.1494434965852,87.2849959569453,243.7588616160811,531.8871778723192,-479.1584374840593,-513.8153573596944,150.04813327424353,146.18294832486453,167.61719186533992,-252.67165647201185,583.3115122869517,-170.99829945757702,-376.8955235585333,-98.76443329793888,319.9284275485968,18.94420007481381,6.823493204334965,10.993091879279332,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 55/5 AS 230V + VWL 57/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,1.5,41.0,53.0,11,average,2165,4330,2.0,,,29.723084306565266,-71.49545806563589,25.769465022878727,-10.559926124001723,36.10667215443952,-8.255112706670978,56.32010576110747,-76.36642018015908,-22.80400173198649,-10.667710022286608,39.50612323101268,14.747226524029465,2.969595734325736,-171.87940228493733,196.18325877048125,-402.15873924293135,238.89040404534808,147.96322612502024,20.53642910216505,5.116044204086431,15.904422956058388,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 55/5 AS 230V S2 + VWL 57/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,1.5,41.0,53.0,11,average,2165,4330,2.0,,,94.7285294123744,-135.73906321402953,-32.31829996847737,14.7827551486032,53.43008033278719,6.6421027145298766,-74.53444331111841,61.75071907333598,83.79865762406176,-58.6142991979476,-0.5083931092114552,-11.750040288897392,1409.8521972001538,-1208.374077678521,-1475.4536603546828,273.28321259482755,405.0660470544365,608.1486769122978,26.11205482623146,15.087439226171668,15.1875100531907,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 57/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11,average,2047,4360,2.13,,,37.55430067524858,-102.12728562033512,45.57685411060011,5.484847556139478,42.48053631515804,-27.495235547007184,58.29149929794759,-91.68330756809785,-9.291386864869695,1.0113596042900674,41.12216194180411,1.349069412066542,107.33234776822256,-368.6239507775647,215.893792058249,-399.6111211736589,323.0029376162588,136.04761241302123,24.56733968458092,4.09453255045088,19.4976706509342,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 59/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.4,49.0,,11,average,2047,4360,2.13,,,-513.7978161567248,354.4015963933172,607.5081328585292,-300.40573295068697,-19.546710398240567,-129.413921674794,-473.5742840311672,329.13476045399534,558.0035733148223,-284.0873088312585,-15.116301914225891,-115.8674428520734,-267.51684436160485,174.5773468128356,333.8214091979633,-418.1174081027746,96.90430699519328,88.79003172409034,5.622735404156855,2.835376802394301,4.917840961209639,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 75/5 AS 230V + VWL 77/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,2.39,43.0,54.0,11,average,2810,5620,2.0,,,-78.18992987089916,29.004270890443323,126.92907036032976,-49.22084382995581,9.15411384742417,-36.94314842127504,-16.857221718509127,-11.75943105048378,50.26481486797209,-40.71688409008224,24.32026246571144,-4.791543733095118,-254.94530166334,176.17496073508784,310.601139619185,-393.99675678719046,84.41139855344717,86.37625122041469,23.70331680418477,3.9897976889739657,17.973539426748616,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 75/5 AS 230V S2 + VWL 77/5 IS,2021-03-10,Outdoor Air/Water,Regulated,1.0,R410a,2.39,43.0,54.0,11,average,2810,5620,2.0,,,60.699755957147104,-58.56227722889629,-49.756155078098594,7.394663546373388,22.4461141592242,18.836665937918603,48.42337734934164,-52.91776655396515,-32.77980227434423,-14.106694124888287,30.56800998266377,21.425741423123423,-44.17060686382401,43.27692576864611,42.479945098632,-308.07959168726927,104.58757832955226,171.0210825609626,22.7704147142574,4.434454176031938,16.62470705932004,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 77/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,47.0,,10,average,2823,5590,1.98,,,87.48883702774866,-96.1639830859334,-61.0470981755757,14.25676894781145,36.05407240045572,20.69493971283703,77.43214197555382,-82.55706300320769,-57.47334608201997,4.644542852125497,35.3265631659342,23.33736989127598,57.47040914699672,-202.65030436277533,123.33054831383784,-325.82952340086706,219.87104425354283,139.16032221287287,23.004625498387707,3.699098524858744,16.12038934015962,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 79/5 230V,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.8,,,10,average,2823,5590,1.98,,,-36.54611964411677,65.2506102540464,0.2123486526273604,-88.72419205288423,11.651382482411956,48.52992385237107,-23.12654146644628,46.01229787887488,-2.41953015989411,-86.20707555250318,19.375359182988205,46.58564180705452,-177.80482428817575,475.1700009103965,-201.4647737716788,-344.3393926709614,-62.35812238559785,314.264992389546,8.386237520268201,4.325276951365613,7.09562525780105,,,,,,,,,,,,,,,,,,,,,
Vaillant Deutschland ,VWL 85/3 A 230V 35 & 55,2020-12-17,Outdoor Air/Water,Regulated,1.0,R410a,1.95,,,5,average,2487,4900,1.97,,,122.86119859122932,-95.01640195288466,-129.84282201353338,47.1131345241324,20.997322179814805,35.228621196234016,209.47479690504213,-152.81955124749666,-236.66956561980783,54.37354300340951,44.51556146245884,82.17161953717878,255.14269959750823,-24.69742888332912,-492.0241033998298,-444.5967588492438,195.66651837758823,520.4362250344257,24.83485188567627,7.377787973215856,16.901331822817735,,,,,,,,,,,,,,,,,,,,,
Viessmann,AWO-AC (AF) 101.A14,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,3.6,,68.0,19,average,4905,10300,2.1,3532.3076923076924,11480.0,7.867806426061632,206.18062509525663,-237.8816461469737,-85.12580545484006,-53.488397209179794,162.22192927619187,-1137.7748557219911,1342.533897370048,762.8766066627725,-583.0767357802686,-332.78806882123774,-57.74345566374161,22329.68488786269,-23705.03973588181,-17805.31239343466,9452.193016655669,6256.066228403041,3593.0214621507102,2.6355194526097265,0.888630502024509,0.5403578133560015,31025.78699234092,0.0514915964561591,-6156.079685534789,0.0005846848250489,246.2424699569189,-4.516376527319288e-05,-30958.305020171407,-0.1524157524333738,6142.891083926407,-0.0007114189417853,-245.71517982015652,0.0037700446274063,-30960.76642870457,0.4924790909030706,6142.892201787237,-0.0027227272747567,-245.7093061320979,-0.0106570000021914,1501.0003690666151,3.501272460389917,1629.5530365656523
Viessmann,AWO-AC (AF) 101.A16,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,4.0,,68.0,19,average,5502,11500,2.09,4380.952380952381,13800.0,-261.07040464884034,478.7009175540225,-7.407502002288073,-200.1873760209857,-122.79736693550312,111.2855386256418,-279.2808039147393,439.3135553317711,69.4168993724138,-201.5694697261553,-103.34522082996996,73.65530067133506,12364.467411083837,-13110.911797802151,-9870.28901324958,5006.537886740447,3551.3736501639046,2130.490992840424,0.2927421864571324,1.731633178707565,3.2712816367904147,31025.76898064669,0.0525029960513234,-6156.080001195354,0.0005830171254813,246.24248481496176,-5.780290077028738e-05,-30958.194314856104,-0.1654886371242054,6142.893904789642,-0.0007810034325925,-245.71519465750268,0.0040515101279926,-30956.051217517383,0.2001790909015822,6142.988602525716,-0.0036227272748265,-245.7120003434552,-0.0064970000021509,1971.8244840641,3.3766964468337184,2246.7412852661737
Viessmann,AWO-M-AC (AF) 101.A06,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,1.5,,64.0,19,average,2788,5800,2.08,1598.7261146496814,5020.0,447.2043309722935,-267.7640738739288,-579.2441494261179,112.00551657045789,68.20126610360803,221.5992413322664,-556.674212881863,725.2531994277246,299.4899238801763,-322.03863501052507,-176.0601028499785,26.889618144685272,10142.67333912206,-10598.155605159043,-8268.739141326867,3998.028514087273,2889.982909709948,1895.752050484638,5.584115574783271,6.408998148139298,2.0711927740876828,-30959.483405293617,-0.0341666606381541,6142.85948705078,0.0006306953981467,-245.71515828681444,0.0012661155357102,-30958.125016806986,-0.1602209848366449,6142.893506292653,-0.0006279654131169,-245.7153918979995,0.0038238746604959,-30954.82952161404,0.0410490909010548,6143.001148732964,-0.0027327272747754,-245.7137779493209,-0.003132000002145,1296.1712592703109,3.1924228579080074,1522.967940937535
Viessmann,AWO-M-AC (AF) 101.A08,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,1.5,,64.0,19,average,3298,6300,1.91,1993.44262295082,6080.0,-228.3621549859169,438.6381930185927,-27.973304957096843,-183.70974698717825,-112.35030465443796,112.4490011492148,-1441.281121751469,1638.7368453681318,1033.9784978729149,-723.1821835579203,-401.3557107235579,-114.176825492559,13583.700250635731,-14296.75680842921,-10967.442951018273,5613.362422091493,3806.7044041019262,2336.53851666988,4.441038298353921,4.412946846280035,3.0961523866447465,31025.38072097888,0.0790577392376526,-6156.087052872973,0.000570454543109,246.2427836177078,-0.0004686118443055,-30958.710674833867,-0.1259555356881092,6142.884197633318,-0.000769841262038,-245.71482583101604,0.0033824254685445,-30956.82399015289,0.2023809090839107,6142.966536514239,-0.0029772727293704,-245.71210303632947,-0.0060090000021546,1574.536921372487,3.137381006899267,1763.7905495646437
Viessmann,AWO-M-AC (AF) 101.A10,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.5,,64.0,19,average,3803,8100,2.13,2390.4761904761904,7530.0,67.8144012409631,106.96622904035884,-245.54206496604863,-45.51272254661465,-27.190233970208133,143.7003341397479,-895.989503641332,1081.771973120078,575.2795604054778,-475.15971300735583,-265.64198414381576,-24.990494791491223,18669.888042691247,-19842.500135081325,-14866.127308265992,7877.291106353002,5250.933073275113,3012.7066077646564,0.5663646352549556,1.4181258784784416,3.56933518470339,31026.09349284333,0.0287267548028449,-6156.074025031547,0.0005857358421872,246.24224221788813,0.0003315922952458,-30958.77739210347,-0.1138045291393869,6142.8818101612105,-0.0006654588352554,-245.71487659072704,0.0030845273592586,-30957.79003861659,0.2154081818114568,6142.9394935807495,-0.0020954545474947,-245.71218434929293,-0.0055290000021763,1203.5802448239294,3.155475216721362,1355.8706482839884
Viessmann,AWO-M-AC (AF) 101.A12,2020-06-25,Outdoor Air/Water,Regulated,1.0,R32,2.5,,65.0,19,average,4087,8500,2.08,2790.16393442623,8510.0,67.29166303221673,122.91198476869556,-261.49409235880506,-49.07242913961594,-32.73367102052844,153.24978752790332,-1296.8614679802693,1536.4507197574462,862.5180413603063,-660.7680981620512,-384.00924298247503,-64.21255581218428,29283.38213906236,-31588.89536039852,-22785.07049100424,12700.660286517375,8294.998338838373,4252.6103097455225,1.6362133003511623,1.9818488644388017,2.61208445401956,31025.715557676293,0.0563458786488131,-6156.080981314689,0.0005822187777533,246.24252507475532,-0.0001198319646111,-30958.37608502996,-0.1471487781974996,6142.889775933442,-0.0007124234219821,-245.7151266308328,0.0036831795854077,-30960.77011260856,0.4621918181748609,6142.888475577713,-0.0025045454566372,-245.70962108371685,-0.009961000002159,1366.562015512351,3.576108542254922,1501.3413180272937
Viessmann,VITOCAL 200-G BWC 201.B06,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.4,40.0,,12,average,1738,5230,3.01,,,4.170403469927836,-409.40221046794073,4.170371813501014,390.8241202586043,7.47669383568082,4.170449540235265,2.47379537741889,-144.14665226949472,2.47379786906139,128.47476437413542,8.649874002978658,2.473804347826476,113.8617039028622,30.72109156736265,21.02619552643525,-270.64156423608466,93.56565510767948,21.026197711142903,4.914364851869734,4.872258455862093,1.7173703981589787,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC 201.B08,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.95,43.0,,12,average,2212,6990,3.16,,,2.317678635673192,-235.3689714704017,1.902724198346136,226.88941670419536,3.2298366594021584,2.2946794459152,-8.818483759029984,124.93711636675778,-8.818549277228858,-123.2159266915854,1.0604728534931485,15.080935015232406,85.79047650683539,-517.1124761337194,53.16898698170826,139.32172731526794,153.20556293865243,96.82949476923488,3.274057101108579,3.3720242634379898,1.0577307131992726,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC 201.B10,2019-07-11,Brine/Water,On-Off,5.0,R410a,2.4,46.0,,12,average,2944,9510,3.23,,,1.5974987860661505,-383.0819008743645,1.597440592182095,377.7424753436277,1.7992233966575444,1.5975107090788696,11.233455449320708,8.006073777418582,-29.18407283837659,0.8432550653341897,-1.9912617198043343,11.233394525390004,287.6049969513428,-401.5988397787266,287.6049976856671,-66.1573325088609,191.29053370159087,-286.25916405447424,5.562127809260752,5.677496428472336,1.050658152138716,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC 201.B17,2020-08-18,Brine/Water,On-Off,5.0,R410a,2.6,47.0,,18,average,5192,16250,3.13,,,4.2258936177110415,-113.92810800376697,4.225892564468699,95.0574505291299,7.554806515445265,4.225887565452647,1.7641245354265216,-91.75778196781842,1.7641200470423424,81.17981942562972,5.7978369168156725,1.7641242097845335,34.97218677953281,109.17285317827282,23.30076146742689,-224.15708131125007,41.24470436204625,23.30076149256576,12.880573895011354,4.40553338793385,8.853429684148557,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC-M 201.B06,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.4,40.0,,12,average,1715,5060,2.95,,,4.795820264616476,-492.2294209426707,4.795714388196701,470.03010358600136,9.20743687305111,4.7958476731348725,0.327080274858512,166.24663391614976,0.3270805381227085,-168.3815715085833,2.953942384089157,-1.2684081335160426,90.46667899128649,-523.4044088332181,82.26167481294159,97.87750186187542,173.76374944765732,90.4676081413667,4.119920071962798,4.560821202037763,1.7889345983169658,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC-M 201.B08,2019-07-11,Brine/Water,On-Off,5.0,R410a,1.95,43.0,,12,average,2154,6980,3.24,,,27.972944937369142,7.861661911026834,27.97243486896776,-12.903943367625129,1.786113409010852,-51.473929059841645,2.381708245887407,233.5416747170964,2.381709586720248,-249.04821271218216,8.692875225865336,2.3817177149731195,49.22094232941639,56.06338504593854,67.4635836813437,-341.06660136460914,111.92906318795474,67.19519850025333,2.948543807003301,2.879775346380619,0.6883421170865113,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 200-G BWC-M 201.B10,2019-07-11,Brine/Water,On-Off,5.0,R410a,2.4,46.0,,12,average,2997,9530,3.18,,,0.9638648583008278,-337.15424034222315,0.9639335524301296,334.82014727073545,0.5356262222723817,1.0785613438533326,3.778086062676267,9.276168751101336,3.7696626394607375,-4.431718243950902,-0.4236503834323653,-11.727907459305676,67.34819247111639,97.7974323964768,68.85775378550157,-422.627597741318,130.83723152929036,68.25034627907192,4.104611312828361,4.092066123347967,0.9679880827573109,,,,,,,,,,,,,,,,,,,,,
Viessmann,VITOCAL 300-G BWC 301.C06,2019-07-11,Brine/Water,Regulated,2.0,R410a,2.0,40.0,,12,average,1791,5480,3.06,,,15.64542177594837,-2.141642908851048,15.645175175055476,-15.92476278199359,10.23857277830494,-23.360634230244347,18.18473016564696,215.94274089047056,17.81764892109035,-316.99576931247515,47.48462254702806,17.95383239026513,81.65403073739138,140.20084651717357,81.16745995385321,-533.1063855585079,160.18790458877675,80.94764834896212,27.84626092727001,4.070848712738315,30.275320341958864,,,,,,,,,,,,,,,,,,,,,
